story_id,title,description,story_points,business_value,risk_score,required_skill,sprint_id,sprint_completed,depends_on,status
MESOS-6811,"""IOSwitchboardServerTest.SendHeartbeat and IOSwitchboardServerTest.ReceiveHeartbeat broken on OS X""","""""""The tests IOSwitchboardServerTest.SendHeartbeat and IOSwitchboardServerTest.ReceiveHeartbeat are broken on OS X.   The issue is caused by the way the socket paths are constructed in the tests,   The lengths of the components are  * sandbox path: 55 characters (including directory delimiters), * {{mesos-io-switchboard}}: 20 characters, * UUID: 36 characters  which amounts to a total of 113 non-zero characters.  Since the socket is already created in the test's sandbox and only a single socket is created in the test, it appears that it might be possible to strip e.g., the UUID from the path to make the path fit.""""""",3,7.08,0.54,Testing,405,1,,done
MESOS-6810,"""Tasks getting stuck in STAGING state when using unified containerizer""","""""""when submit tasks using container settings like:  then task will get stuck in STAGING state, and finally it will fail with message {{Failed to launch container: Collect failed: Failed to perform 'curl': curl: (56) GnuTLS recv error (-54): Error in pull function}}                                                            this is the related log on agent  """"""",13,6.50,0.60,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6809,"""libprocess's namespace """"unix"""" conflicts with some preprocessor directives in gcc compiler""","""""""libprocess uses namespace unix like this for example in address.hpp:  #ifndef __WINDOWS__ namespace unix { class Address; } // namespace unix { #endif // __WINDOWS__  GCC defines preprocessor directives with the same name:  gcc -dM -E -std=gnu++11 - < /dev/null | grep unix #define __unix__ 1 #define __unix 1 #define unix 1  that is causing namespace conflicts and compilation error.  g++ --version g++ (Debian 4.9.2-10) 4.9.2 Copyright (C) 2014 Free Software Foundation, Inc.  the fix is to change -std=gnu++11 to -std=c++11 whenever possible""""""",1,4.50,0.27,Backend,BACKLOG-MESOS-2016,0,,backlog
MESOS-6808,"""Refactor Docker::run to only take docker cli parameters""","""""""As we discussed, {{Docker::run}} in src/docker/docker.hpp should only understand docker cli options. The logic of creating these options should be refactored to another helper function.  This will also allow us to overcome the maximum 10 argument limit of GMOCK.""""""",13,5.43,0.49,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6807,"""Design mapping between `TaskInfo` and Job Objects""","""""""This issue starts tracking the work of correctly mapping Mesos's `TaskInfo` APIs (as in resource usage limits of particular tasks scheduled on an agent) to [Windows' Job Objects|https://msdn.microsoft.com/en-us/library/windows/desktop/ms684161(v=vs.85).aspx], which are akin to Linux's `cgroup`s.  Initial time estimate is for the investigation, not implementation.""""""",13,6.11,0.62,Backend,BACKLOG-MESOS-2016,1,MESOS-6892,done
MESOS-6806,"""Update the addition, deletion and modification logic of CNI configuration files.""","""""""We need update the CNI documentation to highlight that we can add/delete and modify CNI networks on the fly without the need for agent restart.""""""",1,5.16,0.47,Backend,404,1,MESOS-6567,done
MESOS-6805,"""Check unreachable task cache for task ID collisions on launch""","""""""As discussed in MESOS-6785, it is possible to crash the master by launching a task that reuses the ID of an unreachable/partitioned task. A complete solution to this problem will be quite involved, but an incremental improvement is easy: when we see a task launch operation, reject the launch attempt if the task ID collides with an ID in the per-framework {{unreachableTasks}} cache. This doesn't catch all situations in which IDs are reused, but it is better than nothing.""""""",2,6.98,0.66,DevOps,405,1,,done
MESOS-6804,"""Running 'tty' inside a debug container that has a tty reports """"Not a tty""""""","""""""We need to inject `/dev/console` into the container and map it to the slave end of the TTY we are attached to.""""""",2,6.25,0.62,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6803,"""Agent authentication does not have an initial `delay`""","""""""When an agent registers, there is currently a somewhat subtle difference in behavior between the cases when it does and does not authenticate:  * In the case that a credential IS NOT passed to the agent, we will choose a random time between 0 and the agent `registration_backoff_factor` to initiate registration. The reason for this is to avoid every agent hitting the master at once during master failover. (We also employ backoff to help this.) See: [1] * In the case that a credential IS passed to the agent, we always attempt to authenticate and register the Agent immediately. So currently in authenticated clusters, after failover, all agents will immediately try to register with a master upon failover; though, this is helped somewhat by the fact that the authenticated codepath still uses backoff. See: [2]  It is important to resolve this disparity, not only to make the system more resilient, but also because it directly blocks us from passing many tests on platforms where authentication is not supported at all (Windows in particular). Note that there are several solutions that won't work in this case:  * The default credential in the agent tests is CRAM-MD5. Windows doesn't support this, so passing CRAM-MD5 as default to Windows will cause these tests to fail on Windows. So the only sensible default, at least if we want the Windows tests to pass, here is `none`. * We can't remove the `delay` from the non-authenticated codepath. This provides real value to large-scale users. * Setting `registration_backoff_factor` to be 0 or -1 will change the semantics of backoff for tests, specifically, it will cause all attempts to `delay` registration to execute immediately. It is highly undesirable to exercise a different registration backoff in tests.  So, the best long-term solution is probably to just fix the tests to work in both the `delay`'d and non-`delay`'d cases.  For some time, we have meant to make both the authenticated and unauthenticated codepaths use a random `d",13,8.08,0.79,Backend,BACKLOG-MESOS-2016,1,,done
MESOS-6802,"""SSL socket can lose bytes in the case of EOF""","""""""During recent work on SSL-enabled tests in libprocess (MESOS-5966), we discovered a bug in {{LibeventSSLSocketImpl}}, wherein the socket can either fail to receive an EOF, or lose data when an EOF is received.  The {{LibeventSSLSocketImpl::event_callback(short events)}} method immediately sets any pending {{RecvRequest}}'s promise to zero upon receipt of an EOF. However, at the time the promise is set, there may actually be data waiting to be read by libevent. Upon receipt of an EOF, we should attempt to read the socket's bufferevent first to ensure that we aren't losing any data previously received by the socket.""""""",3,6.78,0.70,Testing,404,1,,done
MESOS-6801,"""IOSwitchboard::connect installs continuations capturing this without properly deferring/dispatching to an actor""","""""""In the body of {{IOSwitchboard::connect}} lambdas capturing {{this}} are created and used as callbacks without properly deferring to a libprocess actor.   Patterns like this can create use-after-free scenarios or introduce data races which can often be avoided by installing the callbacks via {{defer}}/{{dispatch}} on some process' actor.  This code should be revisited to remove existing data races.""""""",3,6.23,0.46,Backend,BACKLOG-MESOS-2016,1,,done
MESOS-6800,"""IOSwitchBoardTest.KillSwitchboardContainerDestroyed is flaky""","""""""Saw the test {{IOSwitchBoardTest.KillSwitchboardContainerDestroyed}} fail in internal CI on a number of Linux platforms, """"""",2,5.15,0.30,Testing,BACKLOG-MESOS-2016,1,,done
MESOS-6799,"""Scheme/HTTPTest.Endpoints/0 is flaky""","""""""Saw {{Scheme/HTTPTest.Endpoints/0}} fail in internal CI with {{812e5e3d4e4d9e044a1cfe6cc7eaab10efb499b6}},   I was not able to trigger this failure again in a couple thousand iterations, so there might be some relation to load or other processes running in the system.  We should figure out when this problem first occurred as it might be worthy to backport a fix (if this isn't just a test error).""""""",13,7.13,0.78,Testing,BACKLOG-MESOS-2016,1,,done
MESOS-6798,"""Volumes in `/dev/shm` overridden by mesos containerizer""","""""""When making a volume into `/dev/shm`, the volume is overridden by default mount point. For example:   This will get an error for """"""""No such file or directory""""""""""""""",1,6.21,0.64,DevOps,BACKLOG-MESOS-2016,0,MESOS-8257,in_progress
MESOS-6797,"""Split src/linux/cgroups.{hpp,cpp} into smaller units under src/linux/cgroups/*.{hpp,cpp}""","""""""Like what we have done in MESOS-4697, {{src/linux/cgroups.hpp}} and {{src/linux/cgroups.cpp}} have grown to a point where they have become a bit hard to maintain.  This task is created to track our effort of refactoring the 2 files into units under {{src/linux/cgroups}} around respective subsystems.""""""",1,4.43,0.20,DevOps,BACKLOG-MESOS-2016,0,,backlog
MESOS-6796,"""IOSwitchboard server should discard the accept when terminates.""","""""""Otherwise, it might leak an fd (mainly in tests).""""""",13,6.25,0.60,Backend,BACKLOG-MESOS-2016,1,,done
MESOS-6795,"""Listening socket might get closed while the accept is still in flight.""","""""""This might result in the SocketImpl::accept to invoke network::accept on a wrong fd (or a closed fd). We discovered this while triaging a weird behavior in test (https://issues.apache.org/jira/browse/MESOS-6759).""""""",2,6.53,0.44,DevOps,405,1,,done
MESOS-6794,"""Properly model header dependencies of cmake build components""","""""""The cmake build includes multiple components, most notably from our side stout, libprocess, and mesos proper. Headers from libprocess might include stout headers; mesos might include headers from both stout and libprocess.  If any of the subcomponents require external library or in particular header dependencies, these most likely should be announced to users as well, e.g., if a header file {{stout/numify.hpp}} has a dependency on Boost, any user of that header file needs Boost as well, and should e.g., update his {{[target_]include_directories}} accordingly.  Currently we pass these environment variables up the chain via magic variables like {{STOUT_INCLUDE_DIRS}} which get wrapped in {{PROCESS_INCLUDE_DIRS}} and ultimately used in mesos magic vars like {{MASTER_INCLUDE_DIRS}}. This approach does not use cmake dependency tracking to propagate component-specific flags and is manual, overly verbose, and error prone.  Note for all its deficiencies our current approach is still inferior to e.g., just declaring {{target_include_directories}} in a component and then consuming {{target}} as a dependency higher up the chain which would not only properly propagate {{target}}'s header and library dependency settings (correctly taking into account the difference between e.g., {{SYSTEM}}, {{PUBLIC}}, or {{PRIVATE}} header files). It also appears that such an approach would compose better, and be less verbose and error-prone.  We should move to using cmake to track component dependencies instead of our current manual approach wherever possible. More modern cmake versions (i.e., 3.0+) also include support for tracking header dependencies of header-only libraries with the {{INTERFACE}} abstraction which would enable us to use the same approach even for stout.""""""",13,7.26,0.74,DevOps,BACKLOG-MESOS-2016,1,MESOS-6350,done
